team_abbreviation,full_team_name,tag,region,country,country_code,rank,score,record,earnings,founded_year,game,logo_url
B1J7,Lionheart eSports,B1J7,North America,United States,us,197,1424.0,9–12,0.0,,Valorant,https://owcdn.net/img/6664c82edc2e1.png
V188,Defiant,V188,North America,International,,198,1424.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V17Q,SOS,V17Q,North America,International,,199,1423.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1JU,Siena Heights University,Q1JU,North America,United States,us,200,1423.0,9–12,100.0,,Valorant,https://owcdn.net/img/655445b8c5d61.png
W1EL,Luxoria,W1EL,North America,United States,us,201,1423.0,0–2,0.0,,Valorant,https://owcdn.net/img/66158778331c0.png
Z1OR,not too much,Z1OR,North America,United States,us,202,1423.0,2–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1N2,YDZ Mafia,B1N2,North America,United States,us,203,1422.0,2–4,0.0,,Valorant,https://owcdn.net/img/67666e0eac818.png
M17A,Matcha Tea Red,M17A,North America,International,,204,1422.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z16J,afterMath Esports,Z16J,North America,United States,us,205,1422.0,0–0,0.0,,Valorant,https://owcdn.net/img/6416569ea1658.png
Y15I,Orlando Hurricanes,Y15I,North America,United States,us,206,1421.0,0–0,0.0,,Valorant,https://owcdn.net/img/644d84dbe6c01.png
B1JU,Kiyoe's Fan Club,B1JU,North America,United States,us,207,1421.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y17M,Furious Five,Y17M,North America,International,,208,1421.0,0–0,0.0,,Valorant,https://owcdn.net/img/647d829b5544f.png
V1M3,Wadadaa,V1M3,North America,United States,us,209,1421.0,4–6,0.0,,Valorant,https://owcdn.net/img/674c0e72130aa.png
A1M2,Xora Esports,A1M2,North America,United States,us,210,1421.0,2–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1NE,RedKnight Sons Black,T1NE,North America,Mexico,,211,1421.0,1–6,0.0,,Valorant,https://owcdn.net/img/67a04ff67aaf9.png
Z1BK,RDM,Z1BK,North America,International,,212,1421.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y17P,T2G Esports,Y17P,North America,United States,us,213,1421.0,0–0,0.0,,Valorant,https://owcdn.net/img/649228dd2a41a.png
W1LU,UT Dallas,W1LU,North America,United States,us,214,1420.0,3–5,0.0,,Valorant,https://owcdn.net/img/67c206ec2caf8.png
B120,Koalanoob Fan Club,B120,North America,United States,us,215,1420.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q16S,Wobbegongs,Q16S,North America,United States,us,216,1419.0,0–0,0.0,,Valorant,https://owcdn.net/img/6478a9d3a04b2.png
Y1NL,SNV Esports,Y1NL,North America,International,,217,1419.0,1–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1N1,Blue Lock,Y1N1,North America,International,,218,1419.0,4–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1GS,Koala Pound,B1GS,North America,International,,219,1419.0,5–9,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1H7,Abyss Blueming,Q1H7,North America,United States,us,220,1419.0,3–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1H8,University of Idaho,T1H8,North America,United States,us,221,1417.0,1–4,0.0,,Valorant,https://owcdn.net/img/668217ed73b45.png
V1K1,HyperSpeed Violet,V1K1,North America,United States,us,222,1417.0,4–8,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1E5,1T,Q1E5,North America,United States,us,223,1417.0,0–0,0.0,,Valorant,https://owcdn.net/img/65cd5b22ba1a1.png
V16T,VizUprising,V16T,North America,International,,224,1417.0,0–0,0.0,,Valorant,https://owcdn.net/img/6468f84ccc41f.png
B17O,Team 7,B17O,North America,United States,us,225,1416.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1AL,Stay Hard,T1AL,North America,United States,us,226,1415.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1MJ,The Barricade,Z1MJ,North America,United States,us,227,1415.0,0–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1C5,The Gnomes,Y1C5,North America,International,,228,1415.0,4–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
YVX,Georgia Tech Gold,YVX,North America,United States,us,229,1415.0,0–0,0.0,,Valorant,https://owcdn.net/img/62e5e240dd795.png
M15I,Team Bakery,M15I,North America,International,,230,1414.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X154,call it Luck,X154,North America,United States,us,231,1414.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B17Q,Hybrid Authority,B17Q,North America,International,,232,1414.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M16Y,Wolf Pack,M16Y,North America,International,,233,1414.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1OC,Mythos Esports,Q1OC,North America,United States,us,234,1414.0,2–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
BCX,TAMU Maroon,BCX,North America,United States,us,235,1414.0,2–2,19562.0,,Valorant,https://owcdn.net/img/663e4f87ad0d9.png
Q1NC,Pieoneers,Q1NC,North America,International,,236,1414.0,2–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1BO,Neo,M1BO,North America,International,,237,1414.0,2–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1F3,Thug Shakers,X1F3,North America,United States,us,238,1413.0,1–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V152,Team Kodiak,V152,North America,International,,239,1413.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1IN,The Blockade,Z1IN,North America,International,,240,1413.0,6–8,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1L1,Hummus Cannon,B1L1,North America,United States,us,241,1413.0,4–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1L9,White Leopard Gaming,M1L9,North America,International,,242,1413.0,1–5,0.0,,Valorant,https://owcdn.net/img/679ffdde5e2fd.png
Y19D,ImPerium Vancuverii,Y19D,North America,International,,243,1412.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1J6,Hakikimori,T1J6,North America,United States,us,244,1412.0,17–23,0.0,,Valorant,https://owcdn.net/img/6793157912a0b.png
M145,Goth Girl Sanctuary,M145,North America,United States,us,245,1411.0,3–6,0.0,,Valorant,https://owcdn.net/img/66343e3a69f08.png
Q1J4,Raiders of the Knight,Q1J4,North America,International,,246,1411.0,1–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1MT,Raisin sec,X1MT,North America,International,,247,1411.0,2–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1OG,heartstoppers,Z1OG,North America,International,,248,1411.0,1–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1L8,SCC3,T1L8,North America,United States,us,249,1411.0,2–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1OG,Alliance Guardians,V1OG,North America,United States,us,250,1411.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1IL,RITUAL BLACK,V1IL,North America,International,,251,1411.0,1–4,0.0,,Valorant,https://owcdn.net/img/66ad9c6b7e687.png
W199,Berzerkers Night,W199,North America,United States,us,252,1411.0,0–0,250.0,,Valorant,https://owcdn.net/img/659a4307396dd.png
A1H7,Purpose Gaming,A1H7,North America,United States,us,253,1410.0,3–6,0.0,,Valorant,https://owcdn.net/img/6556f6e06c5b1.png
W1EK,good luck,W1EK,North America,International,,254,1410.0,0–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A140,UCSD Gold,A140,North America,United States,us,255,1410.0,5–10,13625.0,,Valorant,https://owcdn.net/img/627fe238c5975.png
A1E6,goodfellas,A1E6,North America,International,,256,1410.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
QYR,Chosen 1s,QYR,North America,United States,us,257,1410.0,0–0,800.0,,Valorant,https://owcdn.net/img/6455570cdb80d.png
Z1N0,Senchigami,Z1N0,North America,United States,us,258,1409.0,0–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1EK,Reign Above,M1EK,North America,United States,us,259,1409.0,2–5,0.0,,Valorant,https://owcdn.net/img/65baf3dd5a5d1.png
A1JW,Abandoned,A1JW,North America,United States,us,260,1409.0,1–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
YQT,SNHU Blue,YQT,North America,United States,us,261,1408.0,0–0,5750.0,,Valorant,https://owcdn.net/img/636c20c564098.png
Q1J6,Prospects Hitmen,Q1J6,North America,United States,us,262,1408.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1J8,Asura Onyx,X1J8,North America,International,,263,1408.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1N1,Shadow Government,B1N1,North America,International,,264,1408.0,2–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y181,The Oversleepers,Y181,North America,International,,265,1408.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T17H,5K Imperials,T17H,North America,United States,us,266,1408.0,0–0,0.0,,Valorant,https://owcdn.net/img/647bdd9022269.png
V1JW,UFO Minions,V1JW,North America,United States,us,267,1408.0,5–8,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1HO,ABG luvrs,T1HO,North America,United States,us,268,1407.0,16–23,0.0,,Valorant,https://owcdn.net/img/669090caef704.png
Y1HM,Paranoia Esports,Y1HM,North America,International,,269,1406.0,1–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1MF,Aura Squad,Z1MF,North America,United States,us,270,1406.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q12T,EDO TENSEI,Q12T,North America,Canada,ca,271,1406.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1AK,Asian and Co,M1AK,North America,International,,272,1406.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1LJ,Omnipotent Gaming,A1LJ,North America,International,,273,1406.0,0–5,0.0,,Valorant,https://owcdn.net/img/6259e88c45e57.png
Z1A0,Tedward Gaming,Z1A0,North America,Canada,ca,274,1406.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T11X,Team NSGE,T11X,North America,International,,275,1406.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1LU,Predator X Gaming Academy,V1LU,North America,United States,us,276,1405.0,0–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1GR,Void,Y1GR,North America,International,,277,1405.0,5–10,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1L8,FIU Varsity,M1L8,North America,United States,us,278,1405.0,2–8,0.0,,Valorant,https://owcdn.net/img/636c5be56e76a.png
Y18A,Sway eSports,Y18A,North America,United States,us,279,1404.0,0–0,0.0,,Valorant,https://owcdn.net/img/640fe17f945e4.png
X1L9,Astronic Esports,X1L9,North America,United States,us,280,1404.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1E6,Bucky Bandits,T1E6,North America,International,,281,1404.0,1–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1L9,Akron Esports Gold,A1L9,North America,United States,us,282,1403.0,1–8,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1IX,Whiff Nation,Z1IX,North America,International,,283,1403.0,1–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V16S,KAWAII AIMERZ,V16S,North America,International,,284,1403.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
XUU,Tea Mates,XUU,North America,International,,285,1402.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1K3,Washed Warriors,B1K3,North America,United States,us,286,1402.0,1–7,0.0,,Valorant,https://owcdn.net/img/66f7cf00ed4da.png
Y1JE,Awaken Militia,Y1JE,North America,United States,us,287,1401.0,11–18,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
WZE,Rochester University Esports,WZE,North America,United States,us,288,1401.0,1–0,1150.0,,Valorant,https://owcdn.net/img/63712d42f218b.png
MT3,Mizzou Esports,MT3,North America,United States,us,289,1400.0,0–0,12000.0,,Valorant,https://owcdn.net/img/636c5939906a3.png
W1C6,First Class,W1C6,North America,International,,290,1400.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1IW,Team GOGO,B1IW,North America,International,,291,1399.0,1–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1L8,Fractal Gaming,W1L8,North America,United States,us,292,1399.0,12–19,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1B6,Excane,M1B6,North America,International,,293,1399.0,0–0,0.0,,Valorant,https://owcdn.net/img/6549cac72334b.png
Z1M5,Costco Guys,Z1M5,North America,United States,us,294,1398.0,1–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1HL,Team Kraken,W1HL,North America,United States,us,295,1398.0,2–8,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1B0,Miracle,Z1B0,North America,Canada,ca,296,1398.0,0–0,0.0,,Valorant,https://owcdn.net/img/63f69ae64df46.png
Y1M4,Eastern Michigan University,Y1M4,North America,United States,us,297,1397.0,0–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q11Y,Dead Orbit,Q11Y,North America,Canada,ca,298,1397.0,3–4,0.0,,Valorant,https://owcdn.net/img/65d275335fbbd.png
W1JX,Missouri ST Gold,W1JX,North America,United States,us,299,1397.0,0–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X16L,Zero Tolerance,X16L,North America,International,,300,1394.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1LG,TOS,Y1LG,North America,Canada,ca,301,1394.0,0–5,0.0,,Valorant,https://owcdn.net/img/678c2838beafa.png
B11V,Nonnegative,B11V,North America,United States,us,302,1393.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1J4,The Villans,B1J4,North America,International,,303,1393.0,1–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1FV,Prospects,Y1FV,North America,United States,us,304,1392.0,11–17,0.0,,Valorant,https://owcdn.net/img/66270f83c216d.png
Y1ME,Vulcan Rising White,Y1ME,North America,United States,us,305,1392.0,0–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1JF,Unjustified,M1JF,North America,United States,us,306,1390.0,14–19,0.0,,Valorant,https://owcdn.net/img/64214e34b34a7.png
B17A,TopLine Esports,B17A,North America,United States,us,307,1388.0,0–0,0.0,,Valorant,https://owcdn.net/img/64641d4a2986e.png
Q1JV,Team Image,Q1JV,North America,International,,308,1388.0,1–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
VQI,RIT Orange,VQI,North America,United States,us,309,1387.0,0–0,1000.0,,Valorant,https://owcdn.net/img/636c62e8317d8.png
A1GD,Rice Bowl,A1GD,North America,International,,310,1386.0,1–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1LF,Predator X Gaming,B1LF,North America,United States,us,311,1386.0,4–11,0.0,,Valorant,https://owcdn.net/img/65977d87c2f90.png
A16L,High Roller Esports,A16L,North America,International,,312,1383.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1C5,Event Horizon,B1C5,North America,International,,313,1383.0,9–17,0.0,,Valorant,https://owcdn.net/img/655d7f7996f90.png
A1K4,1anddone,A1K4,North America,United States,us,314,1381.0,0–8,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1K3,Penn State University,W1K3,North America,United States,us,315,1380.0,0–7,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1DT,Teddy Tactics,W1DT,North America,United States,us,316,1380.0,0–4,3000.0,,Valorant,https://owcdn.net/img/6433c24475816.png
X1J7,The Bees Knees,X1J7,North America,International,,317,1378.0,0–8,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V17A,Utica University,V17A,North America,International,,318,1378.0,3–9,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1IS,Moon,M1IS,North America,United States,us,319,1378.0,11–19,0.0,,Valorant,https://owcdn.net/img/66b7066dd5851.png
B1BJ,Imposter's Bank Robbers,B1BJ,North America,International,,320,1376.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1JW,Tempers,W1JW,North America,United States,us,321,1375.0,9–19,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1K2,Outlast,B1K2,North America,United States,us,322,1374.0,3–11,0.0,,Valorant,https://owcdn.net/img/66ba998785618.png
V1GS,CHURCH OF CHAEWON KIM,V1GS,North America,International,,323,1371.0,8–21,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1LH,Vulcan Rising,A1LH,North America,United States,us,324,1368.0,6–17,0.0,,Valorant,https://owcdn.net/img/673a90fb0927d.png
A1HT,Spate Esports,A1HT,North America,United States,us,325,1366.0,9–21,0.0,,Valorant,https://owcdn.net/img/66ca51e51fedc.png
T1AC,NUG,T1AC,North America,United States,us,326,1360.0,3–14,0.0,,Valorant,https://owcdn.net/img/6712e5e04ce15.png
T1JU,Seulgi Fanclub,T1JU,North America,United States,us,327,1343.0,2–15,0.0,,Valorant,https://owcdn.net/img/672d673a6307b.png
B1AY,Boise State University,B1AY,North America,United States,us,328,1341.0,9–21,1500.0,,Valorant,https://owcdn.net/img/636d566914d27.png
W1LJ,Harmony,W1LJ,North America,United States,us,329,1339.0,6–21,0.0,,Valorant,https://owcdn.net/img/6610c8e977442.png
B11B,Cataclysm Gaming,B11B,North America,United States,us,330,1321.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1AR,Team Heretics,Y1AR,Europe,Europe,,1,2000.0,27–16,650000.0,,Valorant,https://owcdn.net/img/637b755224c12.png
Y1H3,BBL PCIFIC,Y1H3,Europe,Turkey,tr,2,1977.0,44–12,27398.0,,Valorant,https://owcdn.net/img/6712e0d973b7b.png
B1CQ,Team Vitality,B1CQ,Europe,Europe,,3,1971.0,16–10,145000.0,,Valorant,https://owcdn.net/img/6466d79e1ed40.png
X1CY,Apeks,X1CY,Europe,Europe,,4,1927.0,22–4,43509.0,,Valorant,https://owcdn.net/img/63bd4a379f758.png
AFP,FNATIC,AFP,Europe,Europe,,5,1907.0,23–14,1242285.0,,Valorant,https://owcdn.net/img/62a40cc2b5e29.png
V12K,MOUZ,V12K,Europe,Europe,,6,1891.0,27–10,41457.0,,Valorant,https://owcdn.net/img/61f8e777f0e8f.png
WE6,CGN Esports,WE6,Europe,Germany,de,7,1857.0,27–10,66529.0,,Valorant,https://owcdn.net/img/60defafec983c.png
Z5N,FUT Esports,Z5N,Europe,Turkey,tr,8,1852.0,24–16,390990.0,,Valorant,https://owcdn.net/img/632be9976b8fe.png
QTJ,DNSTY,QTJ,Europe,Italy,it,9,1785.0,29–6,25656.0,,Valorant,https://owcdn.net/img/677c92a911f07.png
Y1M3,Team Liquid,Y1M3,Europe,Europe,,10,1781.0,7–5,18750.0,,Valorant,https://owcdn.net/img/640c381f0603f.png
X1KT,Eternal Fire,X1KT,Europe,Turkey,tr,11,1758.0,19–12,1500.0,,Valorant,https://owcdn.net/img/6628980dcdaea.png
Y12L,Team Valiant,Y12L,Europe,France,fr,12,1749.0,11–7,12815.0,,Valorant,https://owcdn.net/img/63a53368d2675.png
W11H,GoNext Esports,W11H,Europe,Poland,,13,1743.0,29–11,10561.0,,Valorant,https://owcdn.net/img/64241e527bdaf.png
W11S,UCAM Esports Club,W11S,Europe,Europe,,14,1732.0,25–10,9951.0,,Valorant,https://owcdn.net/img/5f7f77ef1e2f0.png
B1EZ,Eintracht Frankfurt,B1EZ,Europe,Germany,de,15,1730.0,23–14,5409.0,,Valorant,https://owcdn.net/img/659d1013d5cf5.png
Y1L2,BBL Esports,Y1L2,Europe,Europe,,16,1724.0,11–4,17500.0,,Valorant,https://owcdn.net/img/65b8cce735f26.png
V62,Natus Vincere,V62,Europe,Europe,,17,1722.0,5–7,392992.0,,Valorant,https://owcdn.net/img/62a4109ddbd7f.png
Y1N3,HGE Esport,Y1N3,Europe,Italy,it,18,1721.0,8–1,0.0,,Valorant,https://owcdn.net/img/6648843ae61fc.png
V1GI,Bitfix Gaming,V1GI,Europe,Norway,,19,1714.0,35–14,1487.0,,Valorant,https://owcdn.net/img/642c76a94a808.png
XOK,Papara SuperMassive,XOK,Europe,Turkey,tr,20,1686.0,21–15,20670.0,,Valorant,https://owcdn.net/img/651ef7628e347.png
Y1NR,Team Liquid Academy,Y1NR,Europe,Europe,,21,1678.0,8–4,7727.0,,Valorant,https://owcdn.net/img/640c381f0603f.png
Q1LE,FOKUS,Q1LE,Europe,Germany,de,22,1670.0,12–9,2971.0,,Valorant,https://owcdn.net/img/627934cd0b505.png
A1PY,BONK,A1PY,Europe,International,,23,1666.0,5–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1LM,SweetNsour,X1LM,Europe,Europe,,24,1665.0,12–5,618.0,,Valorant,https://owcdn.net/img/65c87251586bb.png
B1N3,Mandatory,B1N3,Europe,France,fr,25,1663.0,7–3,0.0,,Valorant,https://owcdn.net/img/63a531dea92d2.png
M1MW,děti ulice,M1MW,Europe,Europe,,26,1662.0,10–3,618.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
ZGE,Galatasaray Esports,ZGE,Europe,Turkey,tr,27,1661.0,25–17,14425.0,,Valorant,https://owcdn.net/img/61e88bf9166d3.png
W1OF,5STARS Esport,W1OF,Europe,Norway,,28,1649.0,8–0,0.0,,Valorant,https://owcdn.net/img/65ad7c4b618f6.png
Z143,KOI,Z143,Europe,Europe,,29,1645.0,3–7,5000.0,,Valorant,https://owcdn.net/img/67667c7a563be.png
Y1PX,GOODFOR1,Y1PX,Europe,Europe,,30,1643.0,4–1,0.0,,Valorant,https://owcdn.net/img/61c6c1ec691ee.png
W1O2,SZK Esports,W1O2,Europe,Spain,es,31,1638.0,10–1,1043.0,,Valorant,https://owcdn.net/img/6799c9aec1ec4.png
V1MM,ULF Esports,V1MM,Europe,Turkey,tr,32,1626.0,5–1,710.0,,Valorant,https://owcdn.net/img/67d59bfc9eb2a.png
W1L1,WILLYG PALACE,W1L1,Europe,United Kingdom,gb,33,1626.0,9–2,4216.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1MH,Gentle Mates,Z1MH,Europe,Europe,,34,1620.0,3–2,0.0,,Valorant,https://owcdn.net/img/6670153fa9120.png
M1PV,La Masia,M1PV,Europe,France,fr,35,1620.0,7–1,0.0,,Valorant,https://owcdn.net/img/67d238ec97f91.png
